x,y,gz_obs
-991.5254237288136,25.641025641025635,-0.00016860316754229327
-991.5254237288136,76.9230769230769,-0.00018767590876503343
-991.5254237288136,128.20512820512818,-0.000503432606115804
-991.5254237288136,179.48717948717945,-0.0001290288582223827
-991.5254237288136,230.76923076923094,-1.5693767285033226e-05
-991.5254237288136,282.0512820512822,0.00035993859124426185
-991.5254237288136,333.3333333333335,0.00018165870473179122
-991.5254237288136,384.61538461538476,0.0008629982464711935
-991.5254237288136,435.897435897436,0.0013555688010281949
-991.5254237288136,487.1794871794873,0.0012793855116744078
-991.5254237288136,538.4615384615386,0.001951485594580625
-991.5254237288136,589.7435897435898,0.00240967712114204
-991.5254237288136,641.0256410256411,0.003467758888607046
-991.5254237288136,692.3076923076924,0.004383910425933924
-991.5254237288136,743.5897435897436,0.005230921519538864
-991.5254237288136,794.8717948717949,0.006044415079124782
-991.5254237288136,846.1538461538462,0.00751921050262371
-991.5254237288136,897.4358974358975,0.007174645127797797
-991.5254237288136,948.7179487179487,0.006051331435190134
-991.5254237288136,1000.0,0.003607450648855678
-940.6779661016949,-1000.0,0.0036796119128628597
-940.6779661016949,-948.7179487179487,0.006330979556144875
-940.6779661016949,-897.4358974358975,0.006683602780391147
-940.6779661016949,-846.1538461538462,0.006110541945521625
-940.6779661016949,-794.8717948717949,0.004963325668071476
-940.6779661016949,-743.5897435897436,0.004705264105438085
-940.6779661016949,-692.3076923076923,0.0039898732995420376
-940.6779661016949,-641.025641025641,0.0030547869800095053
-940.6779661016949,-589.7435897435897,0.0024841218914510937
-940.6779661016949,-538.4615384615385,0.0017601462900442965
-940.6779661016949,-487.1794871794872,0.0014054257498966464
-940.6779661016949,-435.8974358974359,0.0011251039031954376
-940.6779661016949,-384.6153846153845,0.00032339526294128905
-940.6779661016949,-333.33333333333326,0.00027501845983992696
-940.6779661016949,-282.051282051282,-0.00021582974040667286
-940.6779661016949,-230.76923076923072,-0.0004955456913476255
-940.6779661016949,-179.48717948717945,-0.0005339331231013143
-940.6779661016949,-128.20512820512818,-0.0008476694540708487
-940.6779661016949,-76.9230769230769,-0.0008350556457412385
-940.6779661016949,-25.641025641025635,-0.0010052448492730405
-940.6779661016949,25.641025641025635,-0.00037272424417198494
-940.6779661016949,76.9230769230769,-0.0007172730742774498
-940.6779661016949,128.20512820512818,-0.0007805660911855039
-940.6779661016949,179.48717948717945,-0.00046973106896355614
-940.6779661016949,230.76923076923094,-0.00035943673483333576
-940.6779661016949,282.0512820512822,-0.00015397213663882436
-940.6779661016949,333.3333333333335,0.0002970424967450433
-940.6779661016949,384.61538461538476,0.00067204201421786
-940.6779661016949,435.897435897436,0.0008279752095730679
-940.6779661016949,487.1794871794873,0.001302797921222323
-940.6779661016949,538.4615384615386,0.0019169786549917411
-940.6779661016949,589.7435897435898,0.002126511041971332
-940.6779661016949,641.0256410256411,0.0029397247248352776
-940.6779661016949,692.3076923076924,0.004189928503811545
-940.6779661016949,743.5897435897436,0.004900323138372306
-940.6779661016949,794.8717948717949,0.005174412360261179
-940.6779661016949,846.1538461538462,0.0062436773460353015
-940.6779661016949,897.4358974358975,0.007159341231307844
-940.6779661016949,948.7179487179487,0.0069532946674547335
-940.6779661016949,1000.0,0.0038267138053619354
-889.8305084745763,-1000.0,0.0035566950863070096
-889.8305084745763,-948.7179487179487,0.006106235580176968
-889.8305084745763,-897.4358974358975,0.006615062405030395
-889.8305084745763,-846.1538461538462,0.005785303184489732
-889.8305084745763,-794.8717948717949,0.004735862416995268
-889.8305084745763,-743.5897435897436,0.004064626994758144
-889.8305084745763,-692.3076923076923,0.003570008660879442
-889.8305084745763,-641.025641025641,0.0028333846936764995
-889.8305084745763,-589.7435897435897,0.0027587673903770094
-889.8305084745763,-538.4615384615385,0.001988249192270876
-889.8305084745763,-487.1794871794872,0.0012534065413472258
-889.8305084745763,-435.8974358974359,0.0010663324863246638
-889.8305084745763,-384.6153846153845,0.0003746511825231124
-889.8305084745763,-333.33333333333326,-0.0001557799697795934
-889.8305084745763,-282.051282051282,4.062680177662777e-05
-889.8305084745763,-230.76923076923072,-0.00038052787191146547
-889.8305084745763,-179.48717948717945,-0.0008691473311393519
-889.8305084745763,-128.20512820512818,-0.0008263563833066167
-889.8305084745763,-76.9230769230769,-0.0010461955542969345
-889.8305084745763,-25.641025641025635,-0.0011885458414708028
-889.8305084745763,25.641025641025635,-0.000726750385771601
-889.8305084745763,76.9230769230769,-0.0004891885755259518
-889.8305084745763,128.20512820512818,-0.0010680021624537542
-889.8305084745763,179.48717948717945,-0.0005491042529359185
-889.8305084745763,230.76923076923094,-0.0006184383944727695
-889.8305084745763,282.0512820512822,-0.00036142309043022834
-889.8305084745763,333.3333333333335,-0.0001020019143617156
-889.8305084745763,384.61538461538476,0.00018637936705762775
-889.8305084745763,435.897435897436,0.0007800479841356244
-889.8305084745763,487.1794871794873,0.0010888110463283475
-889.8305084745763,538.4615384615386,0.0018660126060369559
